id,age,gender,sign
5246,37,female,pisces
5247,37,nb,capricorn
5248,27,female,virgo
5249,26,nb,capricorn
5250,21,male,virgo
5251,20,male,scorpio
5252,50,male,pisces
5253,48,male,sagittarius
5254,52,female,scorpio
5255,52,male,virgo
5256,33,female,leo
5257,33,nb,capricorn
5258,33,male,capricorn
5259,30,female,sagittarius
5260,38,female,aries
5261,39,male,cancer
5262,36,male,capricorn
5263,37,male,virgo
5264,44,male,gemini
5265,42,female,aquarius
5266,20,male,capricorn
5267,19,male,cancer
5268,30,female,sagittarius
5269,29,male,aries
5270,25,female,gemini
5271,26,male,pisces
5272,25,female,aries
5273,25,male,scorpio
5274,38,female,gemini
5275,35,male,virgo
5276,51,nb,taurus
5277,51,male,aquarius
5278,47,nb,gemini
5279,46,male,leo
5280,56,female,virgo
5281,56,male,cancer
5282,46,female,aries
5283,46,male,virgo
5284,47,male,aries
5285,46,female,libra
5286,31,female,scorpio
5287,31,male,taurus
5288,35,female,taurus
5289,36,male,pisces
5290,51,male,aquarius
5291,51,female,capricorn
5292,42,female,cancer
5293,43,female,capricorn
5294,49,male,capricorn
5295,53,male,gemini
5296,29,female,sagittarius
5297,26,male,scorpio
5298,34,male,taurus
5299,32,female,scorpio
5300,51,male,leo
5301,51,female,pisces
5302,28,female,libra
5303,30,male,cancer
5304,36,male,capricorn
5305,36,male,leo
5306,22,nb,aquarius
5307,25,male,sagittarius
5308,20,male,cancer
5309,19,male,cancer
5310,23,female,aquarius
5311,22,male,scorpio
5312,51,male,sagittarius
5313,50,female,aries
5314,41,male,sagittarius
5315,41,male,aries
5316,46,male,capricorn
5317,43,male,aries
5318,38,male,cancer
5319,40,female,pisces
5320,49,female,leo
5321,49,male,cancer
5322,23,female,capricorn
5323,22,female,pisces
5324,48,male,cancer
5325,47,male,pisces
5326,21,female,aquarius
5327,21,male,cancer
5328,31,male,capricorn
5329,31,female,cancer
5330,32,female,capricorn
5331,30,male,scorpio
5332,46,female,cancer
5333,46,male,cancer
5334,59,female,virgo
5335,59,male,capricorn
5336,36,female,leo
5337,37,female,gemini
5338,23,nb,taurus
5339,22,female,cancer
5340,46,male,capricorn
5341,46,male,gemini
5342,38,female,scorpio
5343,37,male,aquarius
5344,37,female,capricorn
5345,37,female,leo
5346,25,male,pisces
5347,23,nb,taurus
5348,23,nb,aries
5349,23,female,capricorn
5350,41,male,sagittarius
5351,42,male,capricorn
5352,59,female,aquarius
5353,59,male,aries
5354,47,female,pisces
5355,44,female,pisces
5356,18,male,leo
5357,18,female,aries
5358,19,female,taurus
5359,18,male,virgo
5360,52,nb,aquarius
5361,50,female,leo
5362,58,nb,virgo
5363,58,male,gemini
5364,46,male,aries
5365,46,female,leo
5366,34,male,pisces
5367,33,male,scorpio
5368,34,nb,gemini
5369,34,female,pisces
5370,20,male,cancer
5371,21,female,taurus
5372,22,female,sagittarius
5373,22,female,libra
5374,41,nb,sagittarius
5375,42,male,scorpio
5376,21,male,leo
5377,19,male,capricorn
5378,55,female,gemini
5379,57,female,aries
5380,30,female,scorpio
5381,32,female,leo
5382,55,male,sagittarius
5383,55,female,cancer
5384,53,nb,pisces
5385,50,male,virgo
5386,25,female,virgo
5387,27,male,scorpio
5388,37,female,aquarius
5389,35,male,gemini
5390,59,nb,aquarius
5391,59,female,virgo
5392,38,male,scorpio
5393,39,male,taurus
5394,35,female,cancer
5395,33,male,gemini
5396,35,female,aries
5397,36,male,scorpio
5398,55,female,capricorn
5399,55,male,cancer
5400,19,female,capricorn
5401,18,male,gemini
5402,27,nb,aries
5403,24,male,virgo
5404,18,male,cancer
5405,18,female,gemini
5406,39,male,leo
5407,36,male,cancer
5408,22,female,capricorn
5409,22,male,sagittarius
5410,49,male,gemini
5411,47,female,scorpio
5412,34,male,scorpio
5413,35,female,aquarius
5414,21,female,libra
5415,20,female,pisces
5416,39,male,cancer
5417,41,female,capricorn
5418,31,nb,virgo
5419,31,female,capricorn
5420,47,female,capricorn
5421,47,male,libra
5422,18,male,capricorn
5423,18,male,libra
5424,42,male,scorpio
5425,40,female,libra
5426,28,female,virgo
5427,28,nb,leo
5428,26,female,aquarius
5429,28,male,scorpio
5430,22,female,scorpio
5431,20,male,sagittarius
5432,45,male,aries
5433,47,male,libra
5434,59,female,aquarius
5435,59,female,virgo
5436,51,male,virgo
5437,53,female,cancer
5438,27,female,capricorn
5439,27,male,capricorn
5440,36,male,capricorn
5441,35,female,virgo
5442,39,nb,pisces
5443,40,male,scorpio
5444,54,nb,sagittarius
5445,54,female,scorpio
5446,45,female,aries
5447,49,female,virgo
5448,42,female,virgo
5449,41,male,libra
5450,41,male,libra
5451,38,female,scorpio
5452,48,female,scorpio
5453,48,female,taurus
5454,34,male,capricorn
5455,31,female,taurus
5456,55,female,aquarius
5457,56,female,taurus
5458,29,male,sagittarius
5459,31,female,gemini
5460,38,male,cancer
5461,38,male,pisces
5462,28,female,sagittarius
5463,27,male,leo
5464,56,female,aries
5465,57,female,scorpio
5466,56,female,pisces
5467,55,male,gemini
5468,19,male,pisces
5469,20,nb,libra
5470,37,female,virgo
5471,41,nb,pisces
5472,28,male,cancer
5473,27,male,taurus
5474,55,female,leo
5475,55,female,libra
5476,42,male,taurus
5477,39,male,aquarius
5478,50,male,scorpio
5479,49,female,libra
5480,23,female,gemini
5481,23,male,pisces
5482,54,female,virgo
5483,54,male,cancer
5484,25,male,libra
5485,23,nb,aries
5486,32,male,gemini
5487,31,female,leo
5488,39,male,sagittarius
5489,43,male,scorpio
5490,34,female,taurus
5491,34,nb,libra
5492,49,nb,virgo
5493,51,female,taurus
5494,31,female,virgo
5495,31,male,pisces
5496,21,male,aries
5497,21,female,pisces
5498,46,female,cancer
5499,44,female,pisces
5500,55,male,leo
5501,55,female,sagittarius
5502,37,male,aquarius
5503,37,female,sagittarius
5504,36,female,virgo
5505,37,male,aries
5506,37,male,libra
5507,36,male,taurus
5508,55,nb,sagittarius
5509,52,nb,capricorn
5510,34,nb,leo
5511,36,nb,scorpio
5512,43,male,cancer
5513,40,male,sagittarius
5514,29,female,sagittarius
5515,29,nb,virgo
5516,39,male,leo
5517,38,nb,cancer
5518,20,male,virgo
5519,18,female,libra
5520,47,male,aries
5521,49,female,aries
5522,25,nb,capricorn
5523,26,male,taurus
5524,21,female,capricorn
5525,23,female,virgo
5526,49,male,cancer
5527,50,nb,aries
5528,24,female,libra
5529,23,male,pisces
5530,23,female,pisces
5531,23,male,aries
5532,36,female,aries
5533,36,female,taurus
5534,20,female,gemini
5535,20,male,scorpio
5536,58,male,libra
5537,58,female,taurus
5538,48,female,leo
5539,48,female,gemini
5540,40,male,aries
5541,38,female,sagittarius
5542,55,nb,scorpio
5543,59,female,libra
5544,52,male,capricorn
5545,52,male,aquarius
5546,52,nb,cancer
5547,53,female,aries
5548,30,female,pisces
5549,30,female,aries
5550,48,nb,aries
5551,47,female,cancer
5552,48,female,taurus
5553,46,male,sagittarius
5554,22,female,aries
5555,22,female,libra
5556,27,male,gemini
5557,29,nb,sagittarius
5558,23,female,capricorn
5559,23,female,taurus
5560,35,male,cancer
5561,34,male,taurus
5562,19,male,virgo
5563,18,male,scorpio
5564,26,male,cancer
5565,24,male,libra
5566,53,female,capricorn
5567,54,male,cancer
5568,38,female,virgo
5569,38,female,virgo
5570,41,male,taurus
5571,43,female,sagittarius
5572,50,male,aries
5573,50,male,capricorn
5574,58,male,leo
5575,56,female,scorpio
5576,49,female,libra
5577,47,male,scorpio
5578,41,male,aquarius
5579,43,female,sagittarius
5580,22,male,virgo
5581,25,female,scorpio
5582,56,male,virgo
5583,54,female,aries
5584,51,female,libra
5585,51,female,gemini
5586,25,female,aries
5587,25,male,leo
5588,45,female,taurus
5589,45,female,libra
5590,32,female,virgo
5591,32,female,virgo
5592,29,female,sagittarius
5593,30,female,sagittarius
5594,21,male,gemini
5595,21,female,aries
5596,46,male,sagittarius
5597,48,male,virgo
5598,58,female,libra
5599,59,female,sagittarius
5600,25,male,aries
5601,25,female,pisces
5602,56,female,aries
5603,59,female,capricorn
5604,32,male,leo
5605,30,male,gemini
5606,53,nb,leo
5607,53,nb,capricorn
5608,43,nb,capricorn
5609,42,male,taurus
5610,47,male,aries
5611,43,female,aries
5612,39,male,aries
5613,39,male,gemini
5614,25,nb,capricorn
5615,26,nb,gemini
5616,46,male,gemini
5617,46,female,leo
5618,47,male,libra
5619,46,male,libra
5620,27,male,aries
5621,26,male,scorpio
5622,47,female,aries
5623,47,male,sagittarius
5624,52,male,gemini
5625,54,nb,aries
5626,50,male,libra
5627,50,female,aries
5628,20,female,aquarius
5629,21,male,taurus
5630,26,female,aries
5631,24,female,cancer
5632,27,male,capricorn
5633,26,male,libra
5634,19,female,capricorn
5635,21,male,cancer
5636,25,male,gemini
5637,25,male,gemini
5638,24,female,aries
5639,24,nb,capricorn
5640,45,male,gemini
5641,46,female,scorpio
5642,33,female,gemini
5643,31,male,taurus
5644,43,female,aquarius
5645,44,female,aries
5646,20,male,taurus
5647,20,male,pisces
5648,27,male,virgo
5649,29,male,pisces
5650,31,female,capricorn
5651,31,nb,aries
5652,41,male,sagittarius
5653,42,male,aquarius
5654,39,male,gemini
5655,39,female,libra
5656,51,nb,libra
5657,51,male,cancer
5658,18,nb,aquarius
5659,18,female,virgo
5660,43,female,pisces
5661,44,female,leo
5662,45,female,taurus
5663,45,female,aries
5664,46,female,pisces
5665,47,female,leo
5666,42,female,virgo
5667,44,male,scorpio
5668,47,male,sagittarius
5669,47,male,capricorn
5670,29,male,gemini
5671,29,male,gemini
5672,37,female,aquarius
5673,40,female,sagittarius
5674,57,female,capricorn
5675,56,nb,leo
5676,31,male,cancer
5677,31,male,libra
5678,49,nb,scorpio
5679,50,female,leo
5680,28,female,aries
5681,28,female,scorpio
5682,18,female,cancer
5683,18,female,capricorn
5684,56,male,taurus
5685,56,male,capricorn
5686,47,male,cancer
5687,47,female,taurus
5688,28,male,capricorn
5689,30,male,sagittarius
5690,22,nb,pisces
5691,22,male,gemini
5692,31,female,aquarius
5693,30,male,cancer
5694,30,male,cancer
5695,30,male,gemini
5696,49,female,libra
5697,49,female,libra
5698,40,nb,aries
5699,40,male,sagittarius
5700,56,male,gemini
5701,54,female,scorpio
5702,19,female,aries
5703,22,male,pisces
5704,57,female,taurus
5705,58,female,virgo
5706,31,male,taurus
5707,33,male,taurus
5708,51,female,aries
5709,51,male,taurus
5710,24,female,virgo
5711,24,male,cancer
5712,30,male,taurus
5713,30,female,virgo
5714,27,female,leo
5715,29,female,aries
5716,38,female,libra
5717,38,male,sagittarius
5718,24,female,taurus
5719,23,male,libra
5720,18,female,taurus
5721,18,male,libra
5722,44,nb,sagittarius
5723,44,male,pisces
5724,26,nb,aquarius
5725,25,female,sagittarius
5726,59,female,sagittarius
5727,58,female,libra
5728,20,male,aquarius
5729,18,male,libra
5730,52,male,pisces
5731,53,male,cancer
5732,48,male,aries
5733,46,male,leo
5734,26,nb,sagittarius
5735,26,female,capricorn
5736,37,female,taurus
5737,36,female,cancer
5738,38,female,scorpio
5739,38,male,aquarius
5740,20,male,capricorn
5741,20,female,aries
5742,49,male,aquarius
5743,45,female,virgo
5744,58,female,gemini
5745,57,male,gemini
5746,50,female,sagittarius
5747,51,male,aries
5748,19,male,virgo
5749,19,female,scorpio
5750,19,male,sagittarius
5751,20,female,scorpio
5752,43,male,taurus
5753,43,female,sagittarius
5754,34,female,capricorn
5755,34,female,aries
5756,44,female,sagittarius
5757,45,male,virgo
5758,51,female,virgo
5759,49,nb,pisces
5760,37,male,virgo
5761,37,nb,aquarius
5762,18,female,taurus
5763,18,female,scorpio
5764,25,female,cancer
5765,24,male,pisces
5766,38,nb,gemini
5767,36,male,libra
5768,37,nb,capricorn
5769,38,male,scorpio
5770,27,nb,scorpio
5771,27,male,capricorn
5772,54,female,aquarius
5773,52,nb,sagittarius
5774,51,male,leo
5775,51,female,virgo
5776,28,male,sagittarius
5777,24,nb,aries
5778,24,female,taurus
5779,25,male,scorpio
5780,41,nb,sagittarius
5781,40,female,aquarius
5782,42,female,leo
5783,42,male,virgo
5784,56,female,capricorn
5785,57,nb,taurus
5786,34,male,virgo
5787,32,male,libra
5788,55,male,capricorn
5789,55,female,pisces
5790,49,female,libra
5791,53,female,taurus
5792,26,female,cancer
5793,27,male,capricorn
5794,32,female,libra
5795,31,nb,cancer
5796,56,female,leo
5797,56,female,scorpio
5798,28,female,capricorn
5799,28,male,libra
5800,51,male,sagittarius
5801,53,male,gemini
5802,40,female,gemini
5803,40,female,cancer
5804,34,male,taurus
5805,34,female,aquarius
5806,50,female,pisces
5807,51,female,virgo
5808,47,female,scorpio
5809,50,female,scorpio
5810,47,female,aries
5811,49,female,sagittarius
5812,21,female,sagittarius
5813,21,female,aries
5814,19,male,aquarius
5815,19,male,taurus
5816,41,male,capricorn
5817,40,female,gemini
5818,37,female,leo
5819,37,male,pisces
5820,36,female,aries
5821,37,male,aries
5822,52,female,scorpio
5823,53,male,cancer
5824,48,female,capricorn
5825,49,male,sagittarius
5826,53,nb,scorpio
5827,52,male,sagittarius
5828,35,male,libra
5829,35,female,sagittarius
5830,29,nb,taurus
5831,29,male,libra
5832,20,female,libra
5833,20,nb,taurus
5834,52,male,gemini
5835,51,female,taurus
5836,36,male,leo
5837,34,female,taurus
5838,57,female,aquarius
5839,53,male,cancer
5840,35,female,scorpio
5841,35,female,aries
5842,41,female,virgo
5843,45,male,taurus
5844,36,female,aquarius
5845,39,male,aries
5846,33,male,virgo
5847,32,female,cancer
5848,55,female,capricorn
5849,57,male,gemini
5850,37,male,scorpio
5851,37,male,gemini
5852,29,female,aries
5853,28,male,scorpio
5854,55,female,capricorn
5855,53,female,aries
5856,50,female,scorpio
5857,52,male,aries
5858,32,female,pisces
5859,28,male,leo
5860,27,female,scorpio
5861,24,female,aquarius
5862,38,male,taurus
5863,42,male,virgo
5864,24,male,taurus
5865,22,female,pisces
5866,40,male,aquarius
5867,40,male,aries
5868,25,female,aquarius
5869,25,female,capricorn
5870,51,male,pisces
5871,50,male,capricorn
5872,37,female,scorpio
5873,38,female,sagittarius
5874,37,female,capricorn
5875,38,male,gemini
5876,24,female,aquarius
5877,24,female,sagittarius
5878,37,female,virgo
5879,36,male,aries
5880,47,male,cancer
5881,47,female,pisces
5882,48,female,pisces
5883,48,female,leo
5884,52,female,scorpio
5885,52,male,pisces
5886,54,male,capricorn
5887,54,female,taurus
5888,56,male,cancer
5889,59,female,aquarius
5890,59,female,scorpio
5891,58,female,gemini
5892,48,male,taurus
5893,48,male,pisces
5894,40,female,leo
5895,41,female,sagittarius
5896,43,male,leo
5897,47,nb,aquarius
5898,41,male,aquarius
5899,43,male,pisces
5900,46,male,taurus
5901,49,male,cancer
5902,18,male,libra
5903,20,male,capricorn
5904,44,female,libra
5905,42,female,taurus
5906,38,female,aquarius
5907,38,nb,gemini
5908,32,male,cancer
5909,32,female,leo
5910,22,nb,libra
5911,20,nb,taurus
5912,36,female,gemini
5913,36,female,virgo
5914,29,female,pisces
5915,28,male,sagittarius
5916,33,male,taurus
5917,36,male,taurus
5918,28,male,aries
5919,29,male,aries
5920,31,male,capricorn
5921,31,female,taurus
5922,47,female,cancer
5923,47,male,aries
5924,41,female,aquarius
5925,42,female,taurus
5926,45,male,libra
5927,45,female,cancer
5928,28,female,scorpio
5929,32,male,pisces
5930,26,male,gemini
5931,25,male,aquarius
5932,55,female,scorpio
5933,54,male,cancer
5934,23,male,gemini
5935,23,male,taurus
5936,27,female,taurus
5937,26,male,pisces
5938,56,nb,capricorn
5939,55,male,virgo
5940,50,male,scorpio
5941,50,male,pisces
5942,28,female,cancer
5943,30,male,libra
5944,31,female,gemini
5945,29,female,aquarius
5946,50,male,aries
5947,50,male,libra
5948,22,female,aries
5949,22,female,leo
5950,21,nb,virgo
5951,20,female,cancer
5952,40,male,gemini
5953,40,male,cancer
5954,29,female,virgo
5955,30,male,sagittarius
5956,29,male,sagittarius
5957,29,male,aries
5958,35,female,leo
5959,35,male,sagittarius
5960,51,female,sagittarius
5961,50,male,leo
5962,38,nb,sagittarius
5963,38,male,taurus
5964,23,male,cancer
5965,22,male,cancer
5966,25,male,aries
5967,28,male,libra
5968,35,female,aquarius
5969,35,male,leo
5970,23,female,aries
5971,23,female,aquarius
5972,42,female,virgo
5973,42,male,scorpio
5974,19,nb,aquarius
5975,19,female,sagittarius
5976,34,male,scorpio
5977,34,male,leo
5978,50,female,leo
5979,50,female,sagittarius
5980,51,male,taurus
5981,54,female,gemini
5982,51,male,libra
5983,51,male,pisces
5984,45,male,sagittarius
5985,45,male,scorpio
5986,35,female,capricorn
5987,34,male,pisces
5988,33,male,cancer
5989,33,male,virgo
5990,21,male,taurus
5991,20,female,cancer
5992,41,male,pisces
5993,42,male,virgo
5994,18,female,scorpio
5995,21,female,pisces
5996,41,male,sagittarius
5997,42,male,gemini
5998,54,male,gemini
5999,53,nb,scorpio
6000,29,female,aquarius
6001,28,female,aquarius
6002,24,female,cancer
6003,24,female,taurus
6004,47,nb,leo
6005,47,female,pisces
6006,30,male,cancer
6007,30,female,scorpio
6008,37,female,leo
6009,37,nb,taurus
6010,44,nb,capricorn
6011,44,female,aries
6012,31,male,sagittarius
6013,31,male,cancer
6014,59,female,cancer
6015,59,nb,gemini
6016,27,nb,pisces
6017,29,male,scorpio
6018,18,male,cancer
6019,20,female,cancer
6020,21,male,pisces
6021,25,male,libra
6022,38,male,aries
6023,38,nb,pisces
6024,49,female,aquarius
6025,49,female,scorpio
6026,47,male,cancer
6027,49,male,aries
6028,57,female,gemini
6029,58,male,aquarius
6030,54,male,aries
6031,54,female,aries
6032,58,female,pisces
6033,58,female,scorpio
6034,28,female,taurus
6035,28,female,pisces
6036,42,female,libra
6037,39,female,libra
6038,26,male,leo
6039,24,female,gemini
6040,29,female,libra
6041,29,female,sagittarius
6042,20,female,libra
6043,20,male,taurus
6044,59,female,sagittarius
6045,59,male,libra
6046,38,female,leo
6047,36,female,sagittarius
6048,29,female,cancer
6049,29,male,capricorn
6050,44,male,scorpio
6051,44,male,leo
6052,40,male,virgo
6053,39,male,pisces
6054,36,female,cancer
6055,35,male,aquarius
6056,22,male,pisces
6057,21,male,cancer
6058,46,male,virgo
6059,48,male,pisces
6060,55,female,libra
6061,55,nb,cancer
6062,36,male,virgo
6063,32,male,leo
6064,24,male,sagittarius
6065,22,male,aries
6066,27,male,taurus
6067,27,male,capricorn
6068,33,male,leo
6069,31,female,aries
6070,35,male,sagittarius
6071,36,female,gemini
6072,41,female,leo
6073,41,female,taurus
6074,51,female,aquarius
6075,51,female,pisces
6076,49,male,aries
6077,48,male,cancer
6078,30,male,gemini
6079,29,male,sagittarius
6080,44,female,pisces
6081,43,male,libra
6082,36,male,taurus
6083,36,female,gemini
6084,24,female,sagittarius
6085,23,male,aquarius
6086,23,female,leo
6087,22,male,aquarius
6088,37,male,cancer
6089,37,female,sagittarius
6090,36,male,taurus
6091,36,male,cancer
6092,54,male,capricorn
6093,54,female,aries
6094,28,female,capricorn
6095,28,female,virgo
6096,45,female,aquarius
6097,44,female,libra
6098,55,male,scorpio
6099,55,female,sagittarius
6100,39,nb,gemini
6101,39,female,leo
6102,59,male,aries
6103,59,female,libra
6104,35,female,virgo
6105,35,male,aries
6106,54,male,leo
6107,54,nb,aquarius
6108,50,female,virgo
6109,46,female,libra
6110,32,female,taurus
6111,32,female,aries
6112,45,female,scorpio
6113,46,male,pisces
6114,30,female,capricorn
6115,31,female,leo
6116,33,female,sagittarius
6117,33,female,cancer
6118,33,male,leo
6119,34,female,libra
6120,56,male,leo
6121,55,nb,aries
6122,32,female,aquarius
6123,31,male,taurus
6124,24,male,libra
6125,24,female,pisces
6126,45,female,gemini
6127,45,female,libra
6128,46,female,leo
6129,44,nb,pisces
6130,44,male,capricorn
6131,45,female,gemini
6132,18,male,taurus
6133,18,female,aquarius
6134,29,male,scorpio
6135,29,female,sagittarius
6136,40,male,taurus
6137,40,female,taurus
6138,21,nb,cancer
6139,24,male,libra
6140,21,female,leo
6141,20,male,virgo
6142,59,female,pisces
6143,58,male,pisces
6144,23,male,sagittarius
6145,23,nb,gemini
6146,39,male,virgo
6147,37,male,leo
6148,37,male,taurus
6149,37,male,aries
6150,48,male,taurus
6151,48,male,pisces
6152,30,female,gemini
6153,27,nb,leo
6154,45,female,gemini
6155,47,female,taurus
6156,59,female,pisces
6157,58,female,virgo
6158,58,nb,pisces
6159,55,male,taurus
6160,54,male,scorpio
6161,54,female,scorpio
6162,59,female,sagittarius
6163,56,female,scorpio
6164,21,female,libra
6165,21,female,libra
6166,25,male,gemini
6167,24,male,leo
6168,38,nb,cancer
6169,37,female,libra
6170,57,female,taurus
6171,57,female,capricorn
6172,52,female,taurus
6173,52,male,virgo
6174,23,male,gemini
6175,21,male,taurus
6176,18,female,leo
6177,18,female,leo
6178,45,male,leo
6179,47,male,aries
6180,30,female,capricorn
6181,30,male,gemini
6182,37,male,sagittarius
6183,37,male,taurus
6184,56,male,leo
6185,56,female,taurus
6186,51,male,gemini
6187,48,female,leo
6188,28,female,taurus
6189,29,male,capricorn
6190,32,male,libra
6191,32,male,capricorn
6192,34,male,taurus
6193,33,female,pisces
6194,47,male,cancer
6195,47,female,aries
6196,51,female,leo
6197,51,nb,pisces
6198,30,female,scorpio
6199,28,male,sagittarius
6200,57,nb,libra
6201,60,male,taurus
6202,49,male,aries
6203,47,female,cancer
6204,57,male,cancer
6205,57,male,taurus
6206,32,male,cancer
6207,32,female,pisces
6208,29,female,aries
6209,29,female,aries
6210,54,male,sagittarius
6211,51,male,scorpio
6212,23,female,aries
6213,23,female,aquarius
6214,19,female,leo
6215,18,male,leo
6216,18,nb,capricorn
6217,18,female,gemini
6218,21,male,libra
6219,19,male,pisces
6220,47,female,pisces
6221,48,female,aquarius
6222,35,male,libra
6223,33,male,virgo
6224,24,male,capricorn
6225,23,female,taurus
6226,50,nb,pisces
6227,48,male,leo
6228,47,female,aquarius
6229,46,female,gemini
6230,56,female,taurus
6231,57,female,sagittarius
6232,28,female,leo
6233,27,nb,aries
6234,42,male,libra
6235,42,female,taurus
6236,46,male,leo
6237,46,male,aries
6238,20,female,capricorn
6239,18,female,aries
6240,35,male,scorpio
6241,36,female,virgo
6242,18,female,pisces
6243,18,male,aries
6244,58,female,leo
6245,57,female,aquarius
6246,48,nb,virgo
6247,52,female,pisces
6248,57,male,capricorn
6249,57,female,aquarius
6250,46,male,cancer
6251,46,male,pisces
6252,46,male,capricorn
6253,48,male,leo
6254,54,male,aquarius
6255,50,male,scorpio
6256,33,male,scorpio
6257,29,male,sagittarius
6258,41,male,aries
6259,41,nb,taurus
6260,26,female,pisces
6261,26,female,taurus
6262,38,male,aquarius
6263,37,female,gemini
6264,18,male,libra
6265,18,male,taurus
6266,39,female,taurus
6267,39,female,virgo
6268,46,male,scorpio
6269,45,nb,gemini
6270,37,male,cancer
6271,39,male,aries
6272,43,female,gemini
6273,44,female,leo
6274,20,male,cancer
6275,19,female,virgo
6276,20,male,pisces
6277,20,nb,aquarius
6278,39,male,cancer
6279,40,male,libra
6280,18,male,pisces
6281,21,female,aries
6282,22,male,aries
6283,21,female,libra
6284,33,male,aquarius
6285,33,male,libra
6286,56,male,aries
6287,55,female,virgo
6288,20,male,libra
6289,24,male,libra
6290,53,female,gemini
6291,54,female,sagittarius
6292,39,nb,cancer
6293,37,male,cancer
6294,25,male,taurus
6295,21,female,pisces
6296,41,female,aquarius
6297,42,male,aries
6298,38,female,cancer
6299,38,nb,leo
6300,20,female,capricorn
6301,21,female,virgo
6302,59,female,sagittarius
6303,59,male,sagittarius
6304,28,male,leo
6305,28,male,scorpio
6306,39,male,capricorn
6307,39,female,leo
6308,42,female,cancer
6309,42,male,aquarius
6310,31,female,sagittarius
6311,30,female,sagittarius
6312,40,male,aries
6313,42,male,aries
6314,40,female,aries
6315,44,male,sagittarius
6316,30,female,sagittarius
6317,32,female,aries
6318,35,female,pisces
6319,35,female,scorpio
6320,40,male,virgo
6321,40,male,capricorn
6322,34,male,aries
6323,34,female,sagittarius
6324,39,male,capricorn
6325,41,female,aries
6326,23,female,libra
6327,22,female,leo
6328,58,female,virgo
6329,57,male,taurus
6330,58,female,capricorn
6331,58,male,libra
6332,54,female,gemini
6333,56,male,libra
6334,25,nb,taurus
6335,25,male,pisces
6336,54,male,taurus
6337,54,male,virgo
6338,38,male,libra
6339,40,male,taurus
6340,50,female,virgo
6341,50,male,leo
6342,45,male,aries
6343,43,male,gemini
6344,21,female,virgo
6345,21,female,aries
6346,33,female,virgo
6347,33,male,taurus
6348,49,female,libra
6349,51,female,capricorn
6350,32,female,gemini
6351,32,female,capricorn
6352,45,male,sagittarius
6353,46,female,pisces
6354,30,nb,leo
6355,28,female,aquarius
6356,32,female,cancer
6357,32,male,gemini
6358,48,female,leo
6359,49,female,aries
6360,50,male,sagittarius
6361,50,female,taurus
6362,35,female,sagittarius
6363,34,female,scorpio
6364,32,female,sagittarius
6365,32,male,leo
6366,41,male,cancer
6367,37,female,aquarius
6368,40,nb,gemini
6369,41,male,cancer
6370,23,male,leo
6371,23,male,pisces
6372,45,female,gemini
6373,44,male,aries
6374,34,male,pisces
6375,34,female,taurus
6376,55,nb,libra
6377,58,female,capricorn
6378,22,male,virgo
6379,24,female,aries
6380,21,male,libra
6381,21,male,scorpio
6382,29,male,aquarius
6383,29,female,leo
6384,36,female,sagittarius
6385,38,female,virgo
6386,57,female,gemini
6387,57,female,cancer
6388,42,female,leo
6389,42,female,pisces
6390,21,nb,aquarius
6391,20,nb,aries
6392,48,male,capricorn
6393,49,female,aries
6394,49,male,pisces
6395,49,female,aries
6396,38,male,scorpio
6397,38,nb,sagittarius
6398,38,male,capricorn
6399,38,male,pisces
6400,24,female,aries
6401,23,female,virgo
6402,50,male,scorpio
6403,47,nb,aquarius
6404,40,female,libra
6405,41,female,cancer
6406,22,female,scorpio
6407,21,male,leo
6408,23,nb,pisces
6409,22,male,aquarius
6410,18,male,taurus
6411,18,female,leo
6412,49,female,leo
6413,50,female,aries
6414,33,male,scorpio
6415,33,male,sagittarius
6416,22,nb,aquarius
6417,20,female,sagittarius
6418,23,nb,scorpio
6419,26,male,scorpio
6420,34,male,libra
6421,36,female,cancer
6422,31,male,scorpio
6423,31,male,cancer
6424,28,male,pisces
6425,28,female,cancer
6426,52,female,pisces
6427,52,male,cancer
6428,32,female,taurus
6429,31,female,taurus
6430,19,male,gemini
6431,19,female,taurus
6432,45,male,scorpio
6433,46,male,pisces
6434,33,female,scorpio
6435,30,female,taurus
6436,56,female,aries
6437,55,nb,cancer
6438,51,female,cancer
6439,52,female,leo
6440,44,male,aries
6441,43,male,leo
6442,33,male,aquarius
6443,34,female,sagittarius
6444,42,male,taurus
6445,41,male,taurus
6446,48,male,libra
6447,45,male,capricorn
6448,32,male,virgo
6449,35,female,leo
6450,56,female,cancer
6451,58,female,aquarius
6452,43,male,aries
6453,43,female,libra
6454,47,female,aquarius
6455,46,female,cancer
6456,54,male,capricorn
6457,54,nb,libra
6458,36,nb,capricorn
6459,36,female,aquarius
6460,37,male,capricorn
6461,37,female,cancer
6462,37,female,cancer
6463,38,female,capricorn
6464,34,male,pisces
6465,34,nb,capricorn
6466,56,female,capricorn
6467,54,male,aquarius
6468,38,male,capricorn
6469,38,male,sagittarius
6470,24,male,pisces
6471,22,nb,scorpio
6472,32,female,aries
6473,33,male,cancer
6474,24,female,cancer
6475,24,female,aquarius
6476,58,nb,virgo
6477,58,male,capricorn
6478,44,female,sagittarius
6479,42,nb,gemini
6480,54,female,aquarius
6481,57,male,pisces
6482,54,male,libra
6483,51,female,pisces
6484,38,male,sagittarius
6485,40,male,aries
6486,50,female,sagittarius
6487,52,female,virgo
6488,57,female,gemini
